id,date,value,f500,seg,f125,lMin,f1000,f8000,f4000,soundExpLVL,ram,lPeak,hora,f63,memo,timeStamp,f31,f2000,lMax,min,global,cpu,temp,f250
"B7q18YxfSKpu8Y5aUGOw","2021-08-22T12:23:03.000Z",66.61,58.89,49,49.26,48.55,62.21,42.63,55.4,68.69,76,84.65,9,45.95,24.01,1629634983,36.19,61.01,71.99,22,66.61,5.9,48.85,55.84
"5elsldYIi7yKUuBptoSl","2021-08-22T12:21:03.000Z",67.74,60.6,49,51.38,50.12,62.59,45.52,57.51,69.82,76,85.41,9,48.3,24,1629634863,39.9,61.71,71.99,20,67.74,5.5,48.31,58.35
"WG3T7HlFkUeW8T0zlLqW","2021-08-22T12:19:03.000Z",67.1,59.4,49,50.58,49.01,62.24,44.58,56.78,69.17,76,85.99,9,45.64,23.99,1629634743,38.37,61.26,71.35,18,67.1,5.7,48.31,57.63
"yRMYYOibyMRbHrcRXx1y","2021-08-22T12:17:03.000Z",72.46,68.12,49,53.83,54.73,64.44,45.74,58.66,74.53,75.9,94.25,9,40.87,24.07,1629634623,31.26,63.22,82.92,16,72.46,5.7,48.31,67.16
"25RUEe9PnvwYzp1inC1n","2021-08-22T12:15:03.000Z",72.37,68.1,49,53.48,51.22,64.13,45.27,58.34,74.45,76,94.25,9,40.42,24,1629634503,30.57,63.16,82.92,14,72.37,5.7,48.31,67.14
"3rt4enkkWtfHrq4OeouJ","2021-08-22T12:13:03.000Z",67.16,58.64,49,48.52,47.45,61.94,46.98,58.31,69.24,76,86.61,9,41.69,24.02,1629634383,40.61,62.31,69.47,12,67.16,5.9,48.31,55.75
"BjLciJ7hPLlSHx3YC8BV","2021-08-22T12:11:03.000Z",66.5,58.16,49,48.57,47.89,61.13,46.9,57.99,68.57,76,83.13,9,41.5,24.04,1629634263,40.53,61.47,69.47,10,66.5,5.9,48.85,55.18
"RddZlxOLDUwIPfEuZKdy","2021-08-22T12:09:03.000Z",65,56.87,49,48.05,48.25,60.96,41.33,53.83,67.08,76,82.13,9,39.42,24.02,1629634143,30.62,59.22,68.85,8,65,5.9,48.31,54.27
"VhRZdVTHxQd9R9CWSefr","2021-08-22T12:07:03.000Z",68.87,61.06,49,52.79,50.41,64.1,46.54,58.62,70.95,76,88.6,9,44.67,24.02,1629634023,38.58,63.35,72.25,6,68.87,5.9,48.31,58.49
"2uNpURjAATaPaLRMwEav","2021-08-22T12:05:03.000Z",69.24,61.37,49,52.92,51.31,64.35,47.12,59.12,71.32,76,88.6,9,44.21,24.01,1629633903,39.18,63.86,72.25,4,69.24,5.6,48.31,58.84
"dPOb0lA099cj1BlS9ePc","2021-08-22T12:03:03.000Z",66.96,58.72,49,49.77,51,62.4,44.42,56.49,69.04,75.9,84.82,9,40.05,24.09,1629633783,34.57,61.74,70.92,2,66.96,5.6,48.31,56.1
"mlmGbcAgOjMxr8OILdnu","2021-08-22T12:01:03.000Z",65.97,57.7,49,49.62,48.17,61.22,43.4,55.56,68.05,75.9,87.2,9,43.93,24.06,1629633663,38.24,60.93,70.37,"",65.97,5.9,48.31,54.78
"n1vshBI8zjyaI3S3lECl","2021-08-22T11:59:03.000Z",65.68,57.31,49,48.76,48.68,61.01,43.53,55.89,67.76,75.9,87.2,8,43.91,24.06,1629633543,40.54,60.46,69.07,58,65.68,5.7,48.31,54.29
"tDiDW723HhqtGdFRCIcp","2021-08-22T11:57:03.000Z",67.38,59.28,49,49.47,45.51,62.88,44,57.16,69.46,75.9,86.35,8,43.96,24.13,1629633423,38.52,62,72.36,56,67.38,5.8,47.77,56.4
"QIRDUdrmdq6H1ZHDepib","2021-08-22T11:55:03.000Z",68.85,60.82,49,53.1,44.38,63.99,45.5,58.21,70.93,75.9,86.35,8,47.06,24.06,1629633303,37.33,63.49,72.36,54,68.85,6,47.77,58.84
"0R7xQbLQXEqUdqxXFE36","2021-08-22T11:53:03.000Z",68.06,59.11,49,52.13,51.79,63.85,44.13,56.57,70.14,75.9,90.69,8,46.43,24.05,1629633183,37.08,62.8,75.27,52,68.06,6.1,47.77,57.44
"hav6wxLBI9YXmn6QP7ag","2021-08-22T11:51:03.000Z",66.84,57.24,49,46.74,50,63.48,40.61,54.46,68.92,76,90.69,8,43.05,24.05,1629633063,33.57,61.7,75.27,50,66.84,5.8,47.77,53.66
"2cWZHSFRF5YULHHgAsRM","2021-08-22T11:49:03.000Z",66.52,58.27,49,48.77,46.32,62.4,44.02,55.61,68.6,75.9,89.78,8,41.65,24.07,1629632943,33.23,61.14,71.12,48,66.52,5.8,47.77,54.7
"7dHp9WX3oUQT51flhk4z","2021-08-22T11:47:03.000Z",67.81,59.82,49,50.1,46.86,63.43,46.23,56.92,69.89,75.9,85.72,8,42.37,24.12,1629632823,35.36,62.05,71.25,46,67.81,5.6,48.31,57.94
"KM8OtK50pxbqRq0XzG6Q","2021-08-22T11:45:03.000Z",67.45,59.48,49,48.98,47.41,62.85,45.7,57.02,69.53,75.8,85.72,8,42.03,24.16,1629632703,35.7,61.77,71.25,44,67.45,5.6,47.77,57.78
"aaavtKiLiOqnptHme8zc","2021-08-22T11:43:03.000Z",64.59,56.87,49,45.9,42.41,59.77,42.44,54.52,66.67,75.9,83.66,8,38.16,24.06,1629632583,32.16,59.3,70.11,42,64.59,5.7,47.77,53.84
"XvuDzZWIWWcnqAmnINR6","2021-08-22T11:41:03.000Z",65.2,56.71,49,49.89,42.03,60.45,41.82,54.5,67.28,76,85.04,8,45.48,24.03,1629632463,30.25,59.75,70.11,40,65.2,5.8,47.24,55.52
"tfxSDdNYX9k7sNbiLauZ","2021-08-22T11:39:03.000Z",67.89,58.63,49,50.92,50.25,61.15,55.09,61.95,69.97,75.8,97.71,8,45.96,24.17,1629632343,35.18,62.05,80.39,38,67.89,5.8,47.24,56.65
"v0iDHiirMOsyoBVGpMtf","2021-08-22T11:37:03.000Z",68.29,59.73,49,50.95,47.21,61.87,55.07,61.94,70.37,75.9,97.71,8,40.59,24.06,1629632223,35.64,62.56,80.39,36,68.29,5.9,47.77,56.39
"KzSrdMwfhxsXPNOILWYz","2021-08-22T11:35:03.000Z",68.14,60.32,49,52.38,42.8,62.46,46.94,58.74,70.22,75.9,88.64,8,44.37,24.06,1629632103,39.69,63.21,73.45,34,68.14,5.8,47.77,57.64
"jqMuafV9Ierkj0PnY28M","2021-08-22T11:33:03.000Z",68.27,60.12,49,53.73,46.67,62.32,48.87,59.04,70.35,75.9,88.64,8,45.18,24.05,1629631983,40,63.1,73.45,32,68.27,5.5,46.7,58.91
"xt1ga5ehW7VqSxtJ6CNL","2021-08-22T11:31:03.000Z",69.03,60.61,49,59.19,49.51,63.19,47.56,57.81,71.1,75.9,94.41,8,48.68,24.08,1629631863,35.88,62.41,79.55,30,69.03,5.7,47.24,61.6
"44jVRdX2fG2S8snm1Vzg","2021-08-22T11:29:03.000Z",68.45,59.83,49,58.47,54.81,62.84,44.42,57.05,70.53,76,94.41,8,48.32,24.04,1629631743,35,62.23,79.55,28,68.45,5.9,47.24,60.53
"WAWaE6HWWDBj2vXJprQP","2021-08-22T11:27:03.000Z",64.64,55.8,49,44.25,44.21,60.39,40.39,53.62,66.72,75.9,85.64,8,38.55,24.07,1629631623,31.05,59.98,68.55,26,64.64,5.6,47.24,52.23
"jwK3bBPYIrXj5WFpgQei","2021-08-22T11:25:03.000Z",65.86,57.48,49,45.9,42.03,61.68,41.69,54.6,67.94,75.9,88.34,8,38.52,24.07,1629631503,32.18,60.95,71.62,24,65.86,5.8,47.24,53.7
"mhvDOhlvncFP6u0O1XyR","2021-08-22T11:23:03.000Z",66.94,58.94,49,49.19,46.03,61.28,49.43,58.22,69.02,75.9,93.92,8,41.89,24.15,1629631383,35.2,62.01,73.73,22,66.94,5.8,47.24,55.75
"fBAzjyrjjGI7PCHuACrH","2021-08-22T11:21:03.000Z",66.1,57.71,49,49.63,46.33,59.76,51.51,59.03,68.18,75.9,93.92,8,42.76,24.1,1629631263,33.66,60.72,73.73,20,66.1,5.8,47.24,54.8
"jYRDUZcmnxHGtmDtcp5h","2021-08-22T11:19:03.000Z",64.53,55.26,49,47.14,45.88,59.5,49.56,57.45,66.61,75.9,85,8,40.4,24.12,1629631143,27.68,58.67,68.48,18,64.53,5.8,47.77,52.14
"OhsGrKEmSwzM03Cb7A3Z","2021-08-22T11:17:03.000Z",62.74,53.98,49,45.26,43.01,57.7,44.81,54.41,64.82,75.9,80.6,8,39.67,24.12,1629631023,25.95,57.38,65.68,16,62.74,5.8,47.77,51.56
"PTQRsFjfrPvJhNIeSxT8","2021-08-22T11:15:03.000Z",66.37,59.27,49,48.94,41.81,61.09,41.82,54.5,68.45,75.9,86.29,8,46.81,24.12,1629630903,32.83,60.21,73.14,14,66.37,5.7,47.24,58.6
"wX8QdE5ktZiMCRbug0pV","2021-08-22T11:13:03.000Z",68.45,60.67,49,49.72,45.07,63.51,44.4,57.3,70.53,75.9,87.21,8,46.6,24.1,1629630783,34.28,63.09,73.14,12,68.45,5.6,47.24,59.26
"TwdzWcP50HD2McMXTObV","2021-08-22T11:11:03.000Z",67.29,58.44,49,47.83,46.07,62.75,44.17,56.87,69.37,75.9,87.21,8,40.28,24.08,1629630663,33.4,62.57,72.37,10,67.29,5.9,47.77,55.84
"BQr5yVoWMuNmR9oDaHNH","2021-08-22T11:09:03.000Z",66.14,58.01,49,48.29,46.86,61.38,44.91,56,68.22,75.9,84.7,8,40.57,24.08,1629630543,34.1,60.73,69.44,8,66.14,5.7,47.77,56.11
"MVaCrW3xBEhRnAY03hKt","2021-08-22T11:07:03.000Z",65.25,57.18,49,47.53,43.5,60.21,44.71,55.61,67.33,75.9,84.38,8,38.86,24.11,1629630423,32.77,60.15,69.44,6,65.25,5.8,47.24,54.53
"oceJRjTZbQzIcJQ7zUat","2021-08-22T11:05:03.000Z",65.99,57.11,49,51.41,43.16,60.89,43.5,55.6,68.07,75.8,84.66,8,40.98,24.21,1629630303,36.97,60.77,72.19,4,65.99,5.7,47.24,56.99
"wmK3rDOGRzsTL9ka08Sn","2021-08-22T11:03:03.000Z",68.78,60.39,49,52.67,49.03,64,46.3,58.39,70.86,75.9,88.94,8,43.84,24.13,1629630183,38.58,63.58,72.29,2,68.78,5.6,47.24,58.54
"phiJ3WXOMJFJd6qWa7wf","2021-08-22T11:01:03.000Z",67.96,59.68,49,48.84,46.68,63.19,45.3,57.95,70.04,75.9,88.94,8,42.21,24.12,1629630063,35.44,63.24,72.29,"",67.96,5.7,47.24,55.7
"Mt4Y0mWLZErYexWiTHNe","2021-08-22T10:59:03.000Z",64.85,56.17,49,46.79,40.89,59.64,42.61,55.28,66.93,75.9,86.13,7,36.94,24.12,1629629943,30.68,60.45,71.69,58,64.85,5.8,47.24,53.01
"Tt0wBkh3v7E99ShGsZJe","2021-08-22T10:57:03.000Z",66.86,59.09,49,49.51,44.45,61.51,46.94,58.31,68.94,75.9,86.25,7,41.55,24.07,1629629823,33.84,61.27,73,56,66.86,5.8,47.24,56.6
"Zq2K1SD50iqxwYFhKY24","2021-08-22T10:55:03.000Z",67.36,59.77,49,50.64,46.22,62.19,46.62,58.24,69.44,75.9,86.25,7,43.87,24.12,1629629703,34.53,61.48,73,54,67.36,5.8,47.77,57.6
"Y4gZn6cngE4UawyQL3pR","2021-08-22T10:53:03.000Z",65.09,57.45,49,48.69,43.52,60.24,43.33,54.77,67.17,75.8,85.05,7,41.99,24.17,1629629583,37.12,59.47,70.59,52,65.09,5.7,47.24,54.96
"qIxkbOHSUk9iONpJIMRx","2021-08-22T10:51:03.000Z",64.71,58.68,49,48.67,40.68,59.32,43.35,54.03,66.79,75.9,87.46,7,38.4,24.1,1629629463,36.63,58.08,71.27,50,64.71,5.8,47.77,55.62
"8jKrTpwYMGxywxVTBjjZ","2021-08-22T10:49:03.000Z",67.82,60.7,49,51.37,40.99,63.05,44.49,56.4,69.9,75.9,91.72,7,44.27,24.11,1629629343,34.68,61.97,76.65,48,67.82,5.7,47.24,58.13
"Bo77NglBimibaFMfDRyA","2021-08-22T10:47:03.000Z",68.22,59.69,49,50.32,51.99,63.9,44.56,57.07,70.3,75.8,91.72,7,45.17,24.24,1629629223,34.95,63.11,76.65,46,68.22,5.6,47.24,57.17
"wkL6hMrqn28PHNuSkbrz","2021-08-22T10:45:03.000Z",64.46,55.5,49,44.91,41.43,60.34,39.84,53.21,66.54,75.8,83.79,7,39.88,24.24,1629629103,27.77,59.59,70.18,44,64.46,5.9,48.31,52.73
"cbd6ykoBQu3DRWFY8NNx","2021-08-22T10:43:03.000Z",73.22,69.08,49,57.38,41.21,65.43,49.58,60.53,75.3,75.9,99.47,7,40.17,24.1,1629628983,37.9,64.3,85.68,42,73.22,5.8,47.24,66.96
"ZUGnrlfouvBiF6S4qYOy","2021-08-22T10:41:03.000Z",73.7,69.41,49,57.81,45.93,66.22,49.77,61.06,75.78,75.8,99.47,7,43.38,24.15,1629628863,38.42,65.13,85.68,40,73.7,5.8,48.31,67.2
"e3JXqlbAH22nNwjWiF6n","2021-08-22T10:39:03.000Z",66.48,60.22,49,50.63,46.45,60.97,45.3,55.26,68.56,75.7,91.3,7,45.26,24.26,1629628743,39.22,60.2,73.5,38,66.48,5.8,47.77,57.6
"3Swkx2AqCupmaLoOGrO1","2021-08-22T10:37:03.000Z",65.05,57.78,49,48.52,45.71,59.49,47.41,56.06,67.13,75.8,91.18,7,44.06,24.15,1629628623,40.16,59,72.07,36,65.05,5.9,48.31,55.45
"zraRi3iftPrvcOs7ZLOr","2021-08-22T10:35:03.000Z",70.66,65.43,49,52.08,41.98,64.71,49.58,62.56,72.74,75.9,103.48,7,45.16,24.14,1629628503,36.93,63.73,86.41,34,70.66,5.6,47.24,58.69
"ZHiDu1PdTQ0plwZMWJ3Y","2021-08-22T10:33:03.000Z",71.62,66.73,49,54.74,43.14,65.52,49.25,62.91,73.7,75.8,103.48,7,47.21,24.16,1629628383,36.95,64.54,86.41,32,71.62,5.8,47.77,59.99
"Gm8SmO0CxRkWFtY3qf9S","2021-08-22T10:31:03.000Z",68.41,62.87,49,53.15,43.67,62.78,44.58,57.35,70.49,75.8,98.22,7,44.75,24.19,1629628263,35.45,61.88,80.04,30,68.41,5.8,47.77,58.76
"sXaDmT0eQEgEKu5C3Wdf","2021-08-22T10:29:03.000Z",67.28,59.12,49,49.91,49.03,62.52,42.71,55.94,69.36,75.8,85.93,7,44.26,24.16,1629628143,31.28,62.01,72.01,28,67.28,5.7,48.31,57.93
"elrxjjgyhUexZkw2DtEI","2021-08-22T10:27:03.000Z",65.9,56.84,49,48.1,48.67,61.31,41.29,54.94,67.98,75.8,83.83,7,43.62,24.16,1629628023,31.36,61.23,69.92,26,65.9,5.9,48.31,54.92
"cVRfIPr11gpJqMEwbc49","2021-08-22T10:25:03.000Z",65.02,56.02,49,45.43,46.49,61.07,40.35,53.39,67.1,75.8,81.79,7,38.26,24.19,1629627903,30.31,60.09,68.19,24,65.02,5.8,47.24,53.05
"Ky6a7UklHW1fXCDv6J5o","2021-08-22T10:23:03.000Z",65.39,56.77,49,45.18,41.78,61.21,42.25,54.97,67.47,75.8,85.01,7,39.09,24.19,1629627783,30.76,60.35,71.5,22,65.39,6,48.31,53.18
"DTfYJOdHWcxPQoQ1hBxE","2021-08-22T10:21:03.000Z",63.56,55.1,49,43.97,42.54,59.18,40.47,53.33,65.64,75.8,85.01,7,36.96,24.16,1629627663,29.47,58.55,71.5,20,63.56,5.5,48.85,51.65
"CuYIO1KjOngHtsZn8gnE","2021-08-22T10:19:03.000Z",65,56.07,49,44.47,39.77,60.32,48.35,57.03,67.08,75.8,94.28,7,39.68,24.2,1629627543,33.4,59.46,75.67,18,65,5.8,47.77,52.66
"W9KThz9wRO8D8dkm4lyW","2021-08-22T10:17:03.000Z",65.67,56.79,49,47.63,44.44,59.91,49.61,58.87,67.75,75.9,94.28,7,40.12,24.15,1629627423,34.39,60.27,75.67,16,65.67,5.7,47.77,53.69
"wcj1CeIwpbssSr13DvxJ","2021-08-22T10:15:03.000Z",65.13,57.01,49,48.98,41.53,58.82,46.97,57.73,67.21,75.8,87.97,7,40.56,24.17,1629627303,37.86,59.95,73.92,14,65.13,6,48.31,54.26
"57YoaGOTfROjmcDbHMU7","2021-08-22T10:13:03.000Z",66.26,58.15,49,51.78,40.85,61.13,45.13,56.68,68.34,75.8,87.97,7,46.41,24.2,1629627183,37.94,60.25,72.97,12,66.26,5.7,48.31,57.17
"N8MPKm0TjZWhxLGDs8U0","2021-08-22T10:11:03.000Z",65.46,57.26,49,50.87,50.11,60.83,41.24,54.4,67.54,75.8,87.17,7,45.53,24.22,1629627063,31.46,59.4,71.74,10,65.46,5.8,47.77,56.57
"rdN0ZQjvyoT86kACNO5u","2021-08-22T10:09:03.000Z",63.72,55.68,49,44.34,40.15,59.21,40.7,53.44,65.8,75.8,84.52,7,35.62,24.17,1629626943,29.68,58.55,68.71,8,63.72,5.8,48.31,52.35
"ohtwQkljlubL76Qd988D","2021-08-22T10:07:03.000Z",63.3,55.27,49,44.21,41.11,58.84,40.61,53.28,65.38,75.8,81.59,7,35.87,24.22,1629626823,29.99,57.92,68.14,6,63.3,5.8,48.31,52.06
"vzoYqDon0i6XlhqCGgh5","2021-08-22T10:05:03.000Z",64.3,55.96,49,45.31,39.82,59.28,43.18,54.87,66.38,75.8,83.55,7,37.44,24.21,1629626703,33.71,59.54,69.02,4,64.3,5.9,48.31,52.56
"zNBUj1D0z9YCxauGEFYT","2021-08-22T10:03:03.000Z",66.33,57.3,49,46.73,43.22,61.39,43.67,56.55,68.41,75.8,88.97,7,39.49,24.24,1629626583,33.83,61.86,74.68,2,66.33,5.9,48.31,55.01
"j8N435H7uHaeGip9kyvt","2021-08-22T10:01:03.000Z",65.62,56.87,49,48.97,45.89,60.38,43.19,55.89,67.7,75.8,88.97,7,42.21,24.21,1629626463,37.62,60.78,74.68,"",65.62,5.8,48.31,55.64
"cU3uURrFnqcwqBCtdKkT","2021-08-22T09:59:03.000Z",64.6,57.29,49,50.05,40.94,58.92,43.42,55.21,66.68,75.8,83.31,6,43.91,24.23,1629626343,38.05,58.72,70.36,58,64.6,5.5,48.31,55.29
"cpacbmH8rhmMtFRS7eFj","2021-08-22T09:57:03.000Z",63.84,56.7,49,48.03,40.97,58.82,40.93,53.67,65.92,75.8,83.31,6,41.42,24.18,1629626223,31.71,57.95,69.81,56,63.84,5.6,48.31,53.83
"d7FYqzZU30aS7IbMwSaH","2021-08-22T09:55:03.000Z",61.85,54.66,49,44.52,38.98,57.18,39.19,51.17,63.93,75.7,80.69,6,33.94,24.34,1629626103,28.85,56.03,67.61,54,61.85,5.9,48.31,51.6
"aIREdKn9eHU1cDQ14tf1","2021-08-22T09:53:03.000Z",64.27,56.87,49,45.61,41.76,59.71,43.08,54.14,66.35,75.8,87.16,6,38.91,24.23,1629625983,35.34,58.61,71.11,52,64.27,6.2,48.31,53.04
"dUvLr9xWilGEGpfKuTIE","2021-08-22T09:51:03.000Z",66.33,58.73,49,47.38,39.65,61.75,45.04,56.22,68.4,75.8,87.16,6,40.04,24.2,1629625863,36.72,60.83,71.11,50,66.33,5.9,48.31,54.99
"EpWwaEmuBP3DWEEcV0G0","2021-08-22T09:49:03.000Z",65.59,58.05,49,47.34,47.63,60.71,43.52,55.31,67.67,75.7,82.76,6,44.38,24.25,1629625743,33.69,60.25,69.68,48,65.59,5.8,48.31,54.74
"hXLFmvPIgYHQ1tLyHZTn","2021-08-22T09:47:03.000Z",66.64,58.11,49,48.23,45.25,61.35,44.28,57.04,68.72,75.7,87.99,6,45.08,24.3,1629625623,31.43,62.13,73.99,46,66.64,6,48.31,55.27
"byWvOPbi2334JfL9UfUL","2021-08-22T09:45:03.000Z",67.92,59.82,49,49.11,51.33,62.9,45.89,58.16,70,75.8,91.29,6,41.6,24.22,1629625503,32.92,63.15,73.99,44,67.92,6,48.85,56.38
"XdenNL75f94h0CqGMYKy","2021-08-22T09:43:03.000Z",68.32,60.89,49,52.77,43.04,63.36,46.1,58.23,70.39,75.7,91.29,6,43.76,24.28,1629625383,35.57,62.68,73.01,42,68.32,5.9,48.85,57.88
"c3l3tkhbZES7VtP3oHWq","2021-08-22T09:41:03.000Z",67.01,59.19,49,52.04,50.16,62.13,44.13,56.77,69.09,75.8,84.77,6,43.18,24.19,1629625263,35.49,61.5,71.39,40,67.01,5.9,48.31,56.66
"gDLEoxh3GStvdBJZeyGh","2021-08-22T09:39:03.000Z",66.36,57.83,49,46.98,42.23,61.02,49.29,58.45,68.44,75.8,89.63,6,39.06,24.24,1629625143,35.88,61.31,73.58,38,66.36,5.8,48.31,53.96
"4B5bkb3g9ySEv1nX3ixK","2021-08-22T09:37:03.000Z",67.26,58.65,49,48.79,44.62,61.34,52.18,60.23,69.34,75.8,91.99,6,42,24.24,1629625023,36.74,62,74.48,36,67.26,5.6,47.77,55.21
"PCznj0J1G8jOXZHPlsM5","2021-08-22T09:35:03.000Z",66.59,58.19,49,48.37,39.22,61.24,50.42,58.69,68.67,75.7,91.99,6,42.22,24.31,1629624903,35.1,61.14,74.48,34,66.59,5.8,48.31,55.18
"hUnW6U2SSdoDjCrGEukO","2021-08-22T09:33:03.000Z",66.49,58.5,49,48.83,41.68,61.68,46.35,57.4,68.57,75.7,86.96,6,41.83,24.26,1629624783,37.67,61.04,72.04,32,66.49,5.5,48.31,55.08
"uJziYqjyGBdG2kjeQrxk","2021-08-22T09:31:03.000Z",65.11,56.76,49,47.56,40.05,60.13,44.54,56.05,67.19,75.7,84.97,6,40.05,24.29,1629624663,36.64,60.08,71.54,30,65.11,5.5,48.31,53.32
"DPkTvNpdE1T4uBIa3JP3","2021-08-22T09:29:03.000Z",66.04,58.29,49,49.07,39.26,60.84,43.68,56.04,68.12,75.7,84.97,6,42.59,24.29,1629624543,33.11,60.96,71.54,28,66.04,5.6,48.85,55.51
"TsfsphV15bvmSPnZF753","2021-08-22T09:27:03.000Z",65.88,58.12,49,49.62,47.64,61.09,41.48,54.68,67.96,75.7,84.72,6,42.91,24.26,1629624423,33.01,60.66,70.93,26,65.88,5.5,48.31,55.48
"D6jY2td3nVxU1RdRGNqT","2021-08-22T09:25:03.000Z",65.36,56.59,49,46.75,40.79,61.1,42.11,54.39,67.44,75.7,88.92,6,38.99,24.3,1629624303,31.84,60.56,71.28,24,65.36,5.8,48.31,53.21
"8oda06sX16arXS12kH3q","2021-08-22T09:23:03.000Z",66.68,57.8,49,49.38,44.93,61.17,53.2,59.01,68.76,75.7,98.39,6,42.36,24.28,1629624183,35.97,61.16,77.71,22,66.68,5.4,48.31,55.19
"xn8QbiH6L3tZ6lTh2KR7","2021-08-22T09:21:03.000Z",69.58,63.39,49,57.93,50.4,62.49,53.25,59.86,71.66,75.7,98.39,6,43.14,24.33,1629624063,34.45,62.08,79.25,20,69.58,5.8,48.31,62.26
"xhmwXmqOxjjm8xzDGtEd","2021-08-22T09:19:03.000Z",68.83,63.05,49,57.59,38.27,62.15,43.01,56.69,70.91,75.7,95.33,6,40.34,24.31,1629623943,26.53,61.31,79.25,18,68.83,5.9,48.31,61.94
"GpTXYvVNidi4Iy30vEfg","2021-08-22T09:17:03.000Z",65.01,57.74,49,51.41,42.41,60.18,40.47,53.55,67.09,75.7,88.08,6,42.64,24.27,1629623823,26.49,58.68,75.04,16,65.01,5.7,48.31,56.04
"jwJ81jNjYwgn3BJNTwdQ","2021-08-22T09:15:03.000Z",68.27,61.42,49,56.17,38.95,61.04,47.33,58.95,70.35,75.7,90.21,6,43.96,24.33,1629623703,34.69,60.93,77.15,14,68.27,5.6,48.31,61.87
"3wU4BJAMmCUbNV7dzlPO","2021-08-22T09:13:03.000Z",68.03,60.82,49,55.21,40.75,61.02,47.35,58.92,70.11,75.7,90.21,6,44.74,24.32,1629623583,35.67,61.21,77.15,12,68.03,5.7,48.31,61.32
"nOfESjTpyWGfkSBC2GOH","2021-08-22T09:11:03.000Z",66.89,58.82,49,52.68,39.81,62.33,42.03,55.33,68.97,75.7,87.25,6,45.45,24.3,1629623463,34.04,61.22,72.72,10,66.89,5.6,48.31,57.1
"Nwf3bYsuJd7UnVoCwJqU","2021-08-22T09:09:03.000Z",67.4,59.37,49,52.8,43.4,62.72,43.34,56.14,69.48,75.7,87.29,6,42.87,24.29,1629623343,39.03,61.97,72.72,8,67.4,5.8,48.31,57.27
"i6C55Pxj18Unbq7kbD9b","2021-08-22T09:07:03.000Z",65.38,57.27,49,48.3,40.07,60.54,42.47,55.51,67.45,75.7,87.29,6,39.63,24.32,1629623223,38.81,60.23,71.93,6,65.38,5.6,48.31,54.31
"mmwdpsIgBk567VOO0xWq","2021-08-22T09:05:03.000Z",65.05,57.21,49,48.1,42.66,60.09,41.33,54.85,67.13,75.7,83.57,6,41.14,24.34,1629623103,33.32,59.66,68.23,4,65.05,5.5,47.77,55.19
"YThu4HOQtMR0JnT72Jom","2021-08-22T09:03:03.000Z",66.77,59.26,49,50.61,48.37,61.73,42.25,55.3,68.85,75.7,89.38,6,44.81,24.31,1629622983,32.32,61.07,73.73,2,66.77,5.6,48.31,58.06
"SMeLHZhgUQLP3vcFhIo2","2021-08-22T09:01:03.000Z",65.59,57.83,49,49.55,43.34,60.55,40.26,53.83,67.67,75.7,89.38,6,45.91,24.28,1629622863,30.48,59.85,73.73,"",65.59,5.7,48.85,57.27
"inL2wjtep0hW2D1MgzBM","2021-08-22T08:59:03.000Z",65.02,58.3,49,46.41,51.1,59.65,40,54.58,67.1,75.7,84.99,5,43.27,24.28,1629622743,28.94,59.43,72.09,58,65.02,5.9,48.31,55.33
"jM6pAak8pUsaDwrAYU21","2021-08-22T08:57:03.000Z",66.74,59.59,49,47.28,44.4,61.57,44.97,57.97,68.82,75.7,85.06,5,38.78,24.3,1629622623,33.11,60.98,72.09,56,66.74,5.8,48.31,56.03
"zJVV4socNyISlnJvNeik","2021-08-22T08:55:03.000Z",67.11,59.44,49,49.26,50.35,61.72,46.22,59.45,69.19,75.7,89.01,5,48.48,24.32,1629622503,39.04,61.24,74.42,54,67.11,5.9,48.85,55.6
"XHKN5Gzqt2v7AVTT0lZ9","2021-08-22T08:53:03.000Z",67.37,60.88,49,54.47,39.32,60.78,44.42,58.25,69.45,75.6,89.01,5,48.53,24.4,1629622383,38.43,60.5,74.42,52,67.37,5.7,49.39,59.36
"umAX4zPWATBi9sBKwsjr","2021-08-22T08:51:03.000Z",66.5,59.81,49,55.14,39.26,59.72,42.16,55.02,68.58,75.5,86.93,5,41.38,24.47,1629622263,31.8,59.62,73.93,50,66.5,5.7,48.31,59.91
"ZBtUaFLPMCo0ytAdQ6gS","2021-08-22T08:49:03.000Z",65.02,56.35,49,51.5,39.22,59.84,41.2,54.18,67.1,75.7,86.32,5,41.47,24.34,1629622143,30.48,59.73,72.96,48,65.02,5.5,48.85,56.15
"zxBHJCHMpkCSHtJCZVBF","2021-08-22T08:47:03.000Z",63.37,54.12,49,46.48,42.5,59.02,39.28,52.47,65.44,75.6,83.45,5,38.42,24.37,1629622023,25,58.72,69.47,46,63.37,5.5,49.39,51.21
"JJ8jfAv42HxCYrrXWqFK","2021-08-22T08:45:03.000Z",61.09,52.62,49,41.46,40.6,56.85,36.06,49.31,63.16,75.7,82.68,5,33.45,24.33,1629621903,23.26,56.29,68.43,44,61.09,5.5,49.39,49.31
"4b4Zm6NAPOhfzmuSLC9n","2021-08-22T08:43:03.000Z",63.24,55.42,49,44.71,37.39,58.77,40.2,52.3,65.32,75.7,82.68,5,37.81,24.3,1629621783,30.67,57.78,68.75,42,63.24,5.7,48.85,52.8
